0,-77.88,0
0,-60.653,0
0,-47.237,0
0,-36.788,0
0,-28.65,0
0,-22.313,0
0,-17.377,0
0,-13.534,0
0,-10.54,0
0,-8.2085,0
0,-6.3928,0
0,-4.9787,0
0,-3.8774,0
0,-3.0197,0
0,-2.3518,0
0,-1.8316,0
0,-1.4264,0
0,-1.1109,0
0,-0.86517,0
0,-0.67379,0
0,-0.52475,0
0,-0.40868,0
0,-0.31828,0
0,-0.24788,0
0,-0.19305,0
0,-0.15034,0
0,-0.11709,0
0,-0.091188,0
0,-0.071017,0
0,-0.055308,0
0,-0.043074,0
0,-0.033546,0
0,-0.026126,0
0,-0.020347,0
0,-0.015846,0
0,-0.012341,0
0,-0.0096112,0
0,-0.0074852,0
0,-0.0058295,0
0,-0.00454,0
0,-0.0035358,0
0,-0.0027536,0
0,-0.0021445,0
0,-0.0016702,0
0,-0.0013007,0
0,-0.001013,0
0,-0.00078893,0
0,-0.00061442,0
0,-0.00047851,0
0,-0.00037267,0
0,-0.00029023,0
0,-0.00022603,0
0,-0.00017603,0
0,-0.0001371,0
0,-0.00010677,0
0,-8.3153e-05,0
0,-6.476e-05,0
0,-5.0435e-05,0
0,-3.9279e-05,0
0,-3.059e-05,0
0,-2.3824e-05,0
0,-1.8554e-05,0
0,-1.445e-05,0
0,-1.1254e-05,0
0,-8.7642e-06,0
0,-6.8256e-06,0
0,-5.3158e-06,0
0,-4.1399e-06,0
0,-3.2242e-06,0
0,-2.511e-06,0
0,-1.9556e-06,0
0,-1.523e-06,0
0,-1.1861e-06,0
0,-9.2374e-07,0
0,-7.1941e-07,0
0,-5.6028e-07,0
0,-4.3635e-07,0
0,-3.3983e-07,0
0,-2.6466e-07,0
0,-2.0612e-07,0
0,-1.6052e-07,0
0,-1.2502e-07,0
0,-9.7362e-08,0
0,-7.5826e-08,0
0,-5.9053e-08,0
0,-4.5991e-08,0
0,-3.5817e-08,0
0,-2.7895e-08,0
0,-2.1724e-08,0
0,-1.6919e-08,0
0,-1.3177e-08,0
0,-1.0262e-08,0
0,-7.992e-09,0
0,-6.2241e-09,0
0,-4.8474e-09,0
0,-3.7751e-09,0
0,-2.9401e-09,0
0,-2.2897e-09,0
0,-1.7832e-09,0
0,-1.3888e-09,0
0,-1.0816e-09,0
0,-8.4235e-10,0
0,-6.5602e-10,0
0,-5.1091e-10,0
0,-3.979e-10,0
0,-3.0988e-10,0
0,-2.4134e-10,0
0,-1.8795e-10,0
0,-1.4638e-10,0
0,-1.14e-10,0
0,-8.8783e-11,0
0,-6.9144e-11,0
0,-5.3849e-11,0
0,-4.1938e-11,0
0,-3.2661e-11,0
0,-2.5437e-11,0
0,-1.981e-11,0
0,-1.5428e-11,0
0,-1.2015e-11,0
0,-9.3576e-12,0
0,-7.2877e-12,0
0,-5.6757e-12,0
0,-4.4202e-12,0
0,-3.4425e-12,0
0,-2.681e-12,0
0,-2.088e-12,0
0,-1.6261e-12,0
0,-1.2664e-12,0
0,-9.8629e-13,0
0,-7.6812e-13,0
0,-5.9821e-13,0
0,-4.6589e-13,0
0,-3.6283e-13,0
0,-2.8258e-13,0
0,-2.2007e-13,0
0,-1.7139e-13,0
0,-1.3348e-13,0
0,-1.0395e-13,0
0,-8.0959e-14,0
0,-6.3051e-14,0
0,-4.9104e-14,0
0,-3.8242e-14,0
0,-2.9783e-14,0
0,-2.3195e-14,0
0,-1.8064e-14,0
0,-1.4069e-14,0
0,-1.0957e-14,0
0,-8.533e-15,0
0,-6.6455e-15,0
0,-5.1756e-15,0
0,-4.0307e-15,0
0,-3.1391e-15,0
0,-2.4448e-15,0
0,-1.904e-15,0
0,-1.4828e-15,0
0,-1.1548e-15,0
0,-8.9938e-16,0
0,-7.0044e-16,0
0,-5.455e-16,0
0,-4.2484e-16,0
0,-3.3086e-16,0
0,-2.5768e-16,0
0,-2.0068e-16,0
0,-1.5629e-16,0
0,-1.2172e-16,0
0,-9.4794e-17,0
0,-7.3825e-17,0
0,-5.7495e-17,0
0,-4.4777e-17,0
0,-3.4873e-17,0
0,-2.7159e-17,0
0,-2.1151e-17,0
0,-1.6473e-17,0
0,-1.2829e-17,0
0,-9.9912e-18,0
0,-7.7811e-18,0
0,-6.06e-18,0
0,-4.7195e-18,0
0,-3.6755e-18,0
0,-2.8625e-18,0
0,-2.2293e-18,0
0,-1.7362e-18,0
0,-1.3522e-18,0
0,-1.0531e-18,0
0,-8.2013e-19,0
0,-6.3871e-19,0
0,-4.9743e-19,0
0,-3.874e-19,0
0,-3.0171e-19,0
0,-2.3497e-19,0
0,-1.8299e-19,0
0,-1.4252e-19,0
0,-1.1099e-19,0
0,-8.6441e-20,0
0,-6.732e-20,0
0,-5.2429e-20,0
0,-4.0832e-20,0
0,-3.18e-20,0
0,-2.4766e-20,0
0,-1.9287e-20,0
0,-1.5021e-20,0
0,-1.1698e-20,0
0,-9.1108e-21,0
0,-7.0955e-21,0
0,-5.526e-21,0
0,-4.3036e-21,0
0,-3.3517e-21,0
0,-2.6103e-21,0
0,-2.0329e-21,0
0,-1.5832e-21,0
0,-1.233e-21,0
0,-9.6027e-22,0
0,-7.4786e-22,0
0,-5.8243e-22,0
0,-4.536e-22,0
0,-3.5326e-22,0
0,-2.7512e-22,0
0,-2.1426e-22,0
0,-1.6687e-22,0
0,-1.2996e-22,0
0,-1.0121e-22,0
0,-7.8824e-23,0
0,-6.1388e-23,0
0,-4.7809e-23,0
0,-3.7234e-23,0
0,-2.8998e-23,0
0,-2.2583e-23,0
0,-1.7588e-23,0
0,-1.3697e-23,0
0,-1.0668e-23,0
0,-8.3079e-24,0
0,-6.4702e-24,0
0,-5.039e-24,0
0,-3.9244e-24,0
0,-3.0563e-24,0
0,-2.3803e-24,0
0,-1.8538e-24,0
0,-1.4437e-24,0
0,-1.1244e-24,0
0,-8.7565e-25,0
0,-6.8196e-25,0
0,-5.3111e-25,0
0,-4.1363e-25,0
0,-3.2213e-25,0
0,-2.5088e-25,0
0,-1.9538e-25,0
0,-1.5217e-25,0
0,-1.1851e-25,0
0,-9.2293e-26,0
0,-7.1878e-26,0
0,-5.5979e-26,0
0,-4.3596e-26,0
0,-3.3953e-26,0
0,-2.6442e-26,0
0,-2.0593e-26,0
0,-1.6038e-26,0
0,-1.249e-26,0
0,-9.7276e-27,0
0,-7.5759e-27,0
0,-5.9001e-27,0
0,-4.595e-27,0
0,-3.5786e-27,0
0,-2.787e-27,0
0,-2.1705e-27,0
0,-1.6904e-27,0
0,-1.3165e-27,0
0,-1.0253e-27,0
0,-7.9849e-28,0
0,-6.2186e-28,0
0,-4.8431e-28,0
0,-3.7718e-28,0
0,-2.9375e-28,0
0,-2.2877e-28,0
0,-1.7817e-28,0
0,-1.3876e-28,0
0,-1.0806e-28,0
0,-8.416e-29,0
0,-6.5544e-29,0
0,-5.1046e-29,0
0,-3.9754e-29,0
0,-3.0961e-29,0
0,-2.4112e-29,0
0,-1.8779e-29,0
0,-1.4625e-29,0
0,-1.139e-29,0
0,-8.8704e-30,0
0,-6.9083e-30,0
0,-5.3802e-30,0
0,-4.1901e-30,0
0,-3.2632e-30,0
0,-2.5414e-30,0
0,-1.9793e-30,0
0,-1.5414e-30,0
0,-1.2005e-30,0
0,-9.3494e-31,0
0,-7.2813e-31,0
0,-5.6707e-31,0
0,-4.4163e-31,0
0,-3.4394e-31,0
0,-2.6786e-31,0
0,-2.0861e-31,0
0,-1.6247e-31,0
0,-1.2653e-31,0
0,-9.8542e-32,0
0,-7.6744e-32,0
0,-5.9768e-32,0
0,-4.6548e-32,0
0,-3.6251e-32,0
0,-2.8233e-32,0
0,-2.1988e-32,0
0,-1.7124e-32,0
0,-1.3336e-32,0
0,-1.0386e-32,0
0,-8.0888e-33,0
0,-6.2996e-33,0
0,-4.9061e-33,0
0,-3.8209e-33,0
0,-2.9757e-33,0
0,-2.3175e-33,0
0,-1.8049e-33,0
0,-1.4056e-33,0
0,-1.0947e-33,0
0,-8.5255e-34,0
0,-6.6397e-34,0
0,-5.171e-34,0
0,-4.0272e-34,0
0,-3.1364e-34,0
0,-2.4426e-34,0
0,-1.9023e-34,0
0,-1.4815e-34,0
0,-1.1538e-34,0
0,-8.9858e-35,0
0,-6.9982e-35,0
0,-5.4502e-35,0
0,-4.2446e-35,0
0,-3.3057e-35,0
0,-2.5745e-35,0
0,-2.005e-35,0
0,-1.5615e-35,0
0,-1.2161e-35,0
0,-9.471e-36,0
0,-7.376e-36,0
0,-5.7444e-36,0
0,-4.4738e-36,0
0,-3.4842e-36,0
0,-2.7135e-36,0
0,-2.1133e-36,0
0,-1.6458e-36,0
0,-1.2818e-36,0
0,-9.9824e-37,0
0,-7.7743e-37,0
0,-6.0546e-37,0
0,-4.7153e-37,0
0,-3.6723e-37,0
0,-2.86e-37,0
0,-2.2274e-37,0
0,-1.7347e-37,0
0,-1.351e-37,0
0,-1.0521e-37,0
0,-8.194e-38,0
0,-6.3815e-38,0
0,-4.9699e-38,0
0,-3.8706e-38,0
0,-3.0144e-38,0
0,-2.3476e-38,0
0,-1.8283e-38,0
0,-1.4239e-38,0
0,-1.1089e-38,0
0,-8.6364e-39,0
0,-6.7261e-39,0
0,-5.2383e-39,0
0,-4.0796e-39,0
0,-3.1772e-39,0
0,-2.4744e-39,0
0,-1.927e-39,0
0,-1.5008e-39,0
0,-1.1688e-39,0
0,-9.1027e-40,0
0,-7.0892e-40,0
0,-5.5211e-40,0
0,-4.2998e-40,0
0,-3.3487e-40,0
0,-2.608e-40,0
0,-2.0311e-40,0
0,-1.5818e-40,0
0,-1.2319e-40,0
0,-9.5942e-41,0
0,-7.472e-41,0
0,-5.8192e-41,0
